Age,CIP2 ID,CIP2,Year,Average Wage,Average Wage Appx MOE,Record Count,Total Population,Total Population MOE Appx,share
42,"30","Interdisciplinary Studies",2020,91838.07388985975,14633.397694607034,923,22317,3667.4159828480942,0.024459425542711657
42,"30","Interdisciplinary Studies",2021,96079.3879948167,15187.1630883807,969,23923,3797.0658333001666,0.025087801537588706
42,"30","Interdisciplinary Studies",2022,106914.51138813751,17276.270798545396,1020,25509,3920.8940787119272,0.026022342755538507
42,"30","Interdisciplinary Studies",2023,109168.8063819305,17314.963173411677,1072,26387,3987.7912403391138,0.026233168698750527
43,"30","Interdisciplinary Studies",2014,90516.22007426823,16881.161005288322,813,18312,3322.107469653117,0.024392355676564184
43,"30","Interdisciplinary Studies",2015,92734.2411686587,16871.39396137859,844,18825,3368.3169726701694,0.024338560036407643
43,"30","Interdisciplinary Studies",2016,88678.83654838044,15870.91356980068,864,19388,3418.3109474499506,0.024525256409607708
43,"30","Interdisciplinary Studies",2017,86585.58009323293,14366.384111383308,881,19521,3430.0180087826043,0.023970588415873316
43,"30","Interdisciplinary Studies",2018,88641.13636143996,14006.564452441144,924,20695,3531.6426273140064,0.02454017556986687
43,"30","Interdisciplinary Studies",2019,89998.50928256018,14375.2722474742,933,21061,3562.7342795663803,0.024153741702562972
43,"30","Interdisciplinary Studies",2020,94510.5506092254,14677.441296946932,941,22980,3721.485347918513,0.025186073350876637
43,"30","Interdisciplinary Studies",2021,105095.33948339484,16491.55276711846,976,23848,3791.1100925144806,0.02500914981684636
43,"30","Interdisciplinary Studies",2022,112087.4159814899,17257.94922669506,1000,24203,3819.221580494189,0.02469006082999328
43,"30","Interdisciplinary Studies",2023,118482.13825419864,18819.24814696618,1010,24115,3812.275306567826,0.023974414036092354
44,"30","Interdisciplinary Studies",2014,86790.10038322942,15490.48073500536,799,17483,3246.049051822393,0.02328809274210199
44,"30","Interdisciplinary Studies",2015,86930.68171704563,15561.760445993423,833,18427,3332.52486579207,0.02382399180828067
44,"30","Interdisciplinary Studies",2016,89318.27915652879,16212.410513218816,847,18495,3338.6707795836355,0.02339563736825328
44,"30","Interdisciplinary Studies",2017,92262.7063387424,16555.04448050136,903,19720,3447.454358692549,0.024214948187132924
44,"30","Interdisciplinary Studies",2018,94569.7370668006,16993.93612763891,919,19910,3464.0235054343866,0.02360932087924858
44,"30","Interdisciplinary Studies",2019,97232.71423523473,17215.109814815718,902,19810,3455.317875908492,0.022719036281647238
44,"30","Interdisciplinary Studies",2020,96074.13960485408,16529.297518707655,890,19942,3466.8103196110733,0.021856426229903476
44,"30","Interdisciplinary Studies",2021,99560.93920945025,16334.428714005078,943,22010,3642.1102089454903,0.023081658313853923
44,"30","Interdisciplinary Studies",2022,107725.88332049482,18241.34196081678,964,22069,3646.9904409681963,0.022513116244148312
44,"30","Interdisciplinary Studies",2023,111971.13128527727,18805.570829607637,1030,23209,3739.987233563665,0.023073695847549966
45,"30","Interdisciplinary Studies",2014,89325.24397036707,16152.837331982224,798,17953,3289.3862395335436,0.02391415254813001
45,"30","Interdisciplinary Studies",2015,90663.69150168201,16312.687200220695,796,18133,3305.836489378047,0.023443883619664263
45,"30","Interdisciplinary Studies",2016,93331.48962208205,16678.59753120224,845,18549,3343.540562208688,0.02346394579852555
45,"30","Interdisciplinary Studies",2017,94347.70826816808,17031.21732095077,857,19182,3400.1088705059155,0.023554317247747654
45,"30","Interdisciplinary Studies",2018,93974.07559194078,15926.440846809632,902,20399,3506.2987206744015,0.024189178132385324
45,"30","Interdisciplinary Studies",2019,92533.5768422082,15047.288485055396,903,20451,3510.767792064256,0.023454165118423406
45,"30","Interdisciplinary Studies",2020,99245.22863089044,16974.298751270453,882,20181,3487.5200887634483,0.022118370160750276
45,"30","Interdisciplinary Studies",2021,101059.21954333415,16638.47161740567,880,20365,3503.383161897645,0.021356563905571793
45,"30","Interdisciplinary Studies",2022,109298.30527966545,17317.54575967694,929,21043,3561.2182309529744,0.02146646903464647
45,"30","Interdisciplinary Studies",2023,114762.88948138361,18396.639204602445,956,21191,3573.719714615555,0.02106746041214319
46,"30","Interdisciplinary Studies",2014,89267.95548086561,16585.71096818619,785,16959,3197.0398425424064,0.022590102660487766
46,"30","Interdisciplinary Studies",2015,89103.34065131948,15986.821288616899,804,17810,3276.2648369732656,0.023026281766184334
46,"30","Interdisciplinary Studies",2016,91133.39784058057,16642.88469585128,788,16949,3196.1035128402605,0.021439992308976738
46,"30","Interdisciplinary Studies",2017,95235.02349518907,16007.425586510411,855,17876,3282.3358730400105,0.021950629502697168
46,"30","Interdisciplinary Studies",2018,95132.55703501782,15358.635719895414,905,19076,3390.70569259076,0.02262036188310125
46,"30","Interdisciplinary Studies",2019,96563.98827264813,16034.964245067433,938,19527,3430.551524304048,0.02239447862048085
46,"30","Interdisciplinary Studies",2020,99881.27995714941,16748.638642498056,894,19603,3437.221251293631,0.021484882327991065
46,"30","Interdisciplinary Studies",2021,103125.91894867866,16766.0695126196,934,20888,3548.0775801737045,0.021905028571548423
46,"30","Interdisciplinary Studies",2022,112602.23360892136,18750.206635462764,939,20804,3540.9396399189695,0.02122265940202372
46,"30","Interdisciplinary Studies",2023,116117.9635901372,19774.99950413117,949,20846,3544.5133574894908,0.020724471697963143
47,"30","Interdisciplinary Studies",2014,88042.37823439878,15463.582084140538,803,17082,3208.6111820859223,0.02275394384376744
47,"30","Interdisciplinary Studies",2015,86744.36533544381,15523.56957303177,770,16426,3146.4084827965667,0.021236928932697578
47,"30","Interdisciplinary Studies",2016,88212.17255285347,16051.57986571593,778,16366,3140.6602877751516,0.020702514256222392
47,"30","Interdisciplinary Studies",2017,88245.43477244844,15288.367950353644,820,17117,3211.9059085800714,0.02101862414397334
47,"30","Interdisciplinary Studies",2018,95692.93094045631,16369.323048428592,863,17970,3290.9563281942114,0.02130886470116007
47,"30","Interdisciplinary Studies",2019,97275.90038389605,15057.707391810512,942,20318,3499.3348645155984,0.023301634486143797
47,"30","Interdisciplinary Studies",2020,98328.57102603096,14868.47409258929,973,22358,3670.782755628461,0.024504361530848555
47,"30","Interdisciplinary Studies",2021,105791.28773344652,16184.21616280249,1006,23560,3768.152517308117,0.02470712720919575
47,"30","Interdisciplinary Studies",2022,117236.79010267631,18538.387737836245,1004,23764,3784.431537214642,0.02424222640019668
47,"30","Interdisciplinary Studies",2023,118776.71089302405,19329.91362910876,1012,23538,3766.3980731722677,0.02340077783875355
48,"30","Interdisciplinary Studies",2014,91201.3071357561,15941.867940138754,841,18106,3303.371151955867,0.024117954995624243
48,"30","Interdisciplinary Studies",2015,93299.23463781117,16196.492299250724,835,17836,3278.655093515405,0.023059896776061975
48,"30","Interdisciplinary Studies",2016,96984.12018113567,17189.943161277923,765,16783,3180.4154035112433,0.02123000713443605
48,"30","Interdisciplinary Studies",2017,97299.39910496339,17382.544365445727,782,17206,3220.2442561938537,0.02112791067483819
48,"30","Interdisciplinary Studies",2018,102982.03804883707,19009.262737250487,798,17241,3223.5201465720324,0.020444414931146397
48,"30","Interdisciplinary Studies",2019,102502.09910871538,18509.732888725477,854,18737,3360.4494580095256,0.02148846960167715
48,"30","Interdisciplinary Studies",2020,104553.85543620645,19186.089816952568,840,19085,3391.5096306311734,0.02091715447787122
48,"30","Interdisciplinary Studies",2021,108214.46288014311,19476.539087389112,907,20124,3482.5946820834947,0.021103829709586387
48,"30","Interdisciplinary Studies",2022,118297.51727759164,21576.256826337496,929,19997,3471.591968396765,0.020399419345427244
48,"30","Interdisciplinary Studies",2023,116821.39679257653,20369.625507003853,945,19829,3456.981828386636,0.019713400618771523
49,"30","Interdisciplinary Studies",2014,90185.56823935558,18067.398531572067,789,17380,3236.474193830882,0.02315089240163202
49,"30","Interdisciplinary Studies",2015,95879.78192161821,20035.75142798637,794,17402,3238.5250312166445,0.022498784688104425
49,"30","Interdisciplinary Studies",2016,96354.59126065602,19460.3180388894,800,17713,3267.335169898435,0.022406430100236296
49,"30","Interdisciplinary Studies",2017,98255.62087534372,20494.23376974944,804,17456,3243.5518533619247,0.021434895312099002
49,"30","Interdisciplinary Studies",2018,101839.32510850823,21437.831959585958,785,16819,3183.8300301651884,0.019944006422304462
49,"30","Interdisciplinary Studies",2019,101563.1383436487,20592.054335519573,815,16965,3197.6200964685036,0.01945625696709467
49,"30","Interdisciplinary Studies",2020,98778.98252134022,17726.967529959096,823,17221,3221.653805105868,0.018874211017208292
49,"30","Interdisciplinary Studies",2021,104122.16069159808,18592.965471182848,882,18103,3303.1170559484012,0.018984428007982626
49,"30","Interdisciplinary Studies",2022,107924.92414941214,18050.686743302555,940,19222,3403.6637003606434,0.01960882325637858
49,"30","Interdisciplinary Studies",2023,110332.07101600227,18349.284340604754,989,21122,3567.8975800902494,0.020998862669307183
50,"30","Interdisciplinary Studies",2014,96238.15859323158,17549.832222735786,867,19591,3436.1496243546576,0.0260960375742447
50,"30","Interdisciplinary Studies",2015,97539.831390949,17827.73457861089,846,19821,3456.2622809909576,0.025626273491720364
50,"30","Interdisciplinary Studies",2016,97292.79748936612,17965.543660131305,838,19278,3408.601390531266,0.024386109607201226
50,"30","Interdisciplinary Studies",2017,99404.40985968095,18723.491924381913,837,18743,3360.9812794882473,0.023015252224717665
50,"30","Interdisciplinary Studies",2018,103649.00790406106,19281.251301488894,816,18345,3325.1127933022995,0.021753540508780273
50,"30","Interdisciplinary Studies",2019,102616.39143730886,18583.754333278463,823,17985,3292.332287500643,0.020626040763524766
50,"30","Interdisciplinary Studies",2020,109518.36937523748,19243.00473460242,824,18423,3332.1773838997187,0.020191602669416896
50,"30","Interdisciplinary Studies",2021,117788.7200203252,19430.73457723452,893,19680,3443.966867401239,0.020638211522791695
50,"30","Interdisciplinary Studies",2022,124383.07076081552,20485.542931463417,919,20110,3481.3855777330823,0.020514693355830466
50,"30","Interdisciplinary Studies",2023,120076.53165317919,18871.47116983112,999,21625,3610.124720427305,0.021498930272879833
51,"30","Interdisciplinary Studies",2014,93597.23436100806,16714.696799815574,777,15634,3069.623271520558,0.020825146824344935
51,"30","Interdisciplinary Studies",2015,95292.86001817946,17563.88871023085,750,15402,3046.7677383459363,0.019913014697516628
51,"30","Interdisciplinary Studies",2016,93123.98049844649,17647.219837341774,764,15127,3019.451033897777,0.019135215272753033
51,"30","Interdisciplinary Studies",2017,99685.9782125389,19216.67332185633,778,15743,3080.312692551424,0.019331436577587912
51,"30","Interdisciplinary Studies",2018,102916.30929230769,19744.53054260089,792,16250,3129.5170131639206,0.01926928499687541
51,"30","Interdisciplinary Studies",2019,107386.3798344175,20004.184171056997,808,16910,3192.4331880641303,0.019393180389836184
51,"30","Interdisciplinary Studies",2020,104379.93645642811,18976.340972832495,806,16949,3196.11297618651,0.018576099095909838
51,"30","Interdisciplinary Studies",2021,113942.30444334597,21135.04278309379,820,18207,3312.5903709968184,0.019093491727412013
51,"30","Interdisciplinary Studies",2022,116661.75374664774,20607.19518565363,879,19017,3385.4675237036045,0.019399697839275386
51,"30","Interdisciplinary Studies",2023,119274.72387421384,21015.791995103526,913,19875,3460.988799617381,0.019759132447328864
52,"30","Interdisciplinary Studies",2014,86726.94994126093,16008.547733454865,731,15322,3038.842890925616,0.020409549676513566
52,"30","Interdisciplinary Studies",2015,89547.67646686899,16447.643189391612,739,15816,3087.439616925848,0.0204482690855683
52,"30","Interdisciplinary Studies",2016,92362.85277498745,16315.650349094498,758,15928,3098.353628396372,0.020148456988458404
52,"30","Interdisciplinary Studies",2017,94620.03594855305,16687.559048645766,745,15550,3061.3750958712885,0.019094444437622565
52,"30","Interdisciplinary Studies",2018,100923.13935821873,19060.38552835948,735,15270,3033.6928480243055,0.01810719888629462
52,"30","Interdisciplinary Studies",2019,101396.77603590711,19430.022295497572,761,15373,3043.908378937201,0.017630476767176325
52,"30","Interdisciplinary Studies",2020,97547.9118570239,18808.524353447396,751,15611,3067.3786645625632,0.017109651483052008
52,"30","Interdisciplinary Studies",2021,99051.48227785352,19523.085794146868,785,16138,3118.71992038078,0.016923752924533148
52,"30","Interdisciplinary Studies",2022,102246.54113487925,19657.520097545028,810,16689,3171.510291376507,0.01702484920017179
52,"30","Interdisciplinary Studies",2023,103989.61566433567,17825.133416680714,877,17875,3282.2562322021367,0.017770792075270613
53,"30","Interdisciplinary Studies",2014,91857.72361519764,17500.166690271388,765,15634,3069.623271520558,0.020825146824344935
53,"30","Interdisciplinary Studies",2015,90276.15873015873,18114.887343957613,741,15372,3043.799373719642,0.01987422814765781
53,"30","Interdisciplinary Studies",2016,97457.50297893249,20463.956601670972,759,16281,3132.4947950227493,0.02059499172709011
53,"30","Interdisciplinary Studies",2017,97260.41508160511,20798.025073652123,755,16298,3134.1326865150936,0.020012942472306915
53,"30","Interdisciplinary Studies",2018,103499.09929696124,21374.972630902474,784,17211,3220.714731596051,0.02040884086653678
53,"30","Interdisciplinary Studies",2019,102707.80102576058,21236.403229489315,790,17158,3215.755210749379,0.019677598410928993
53,"30","Interdisciplinary Studies",2020,101710.02962023858,20539.078659626764,771,17353,3233.9758889357236,0.019018882979014894
53,"30","Interdisciplinary Studies",2021,99962.83733858359,18619.79305922403,745,17269,3226.142040993005,0.018109820873327732
53,"30","Interdisciplinary Studies",2022,110108.4589541338,20541.838484262702,763,17115,3211.728400483551,0.017459422018152086
53,"30","Interdisciplinary Studies",2023,112700.35586891093,20282.90982566308,801,17942,3288.4011219493214,0.017837401477734563
54,"30","Interdisciplinary Studies",2014,85651.49510471374,15562.797760662226,798,15423,3048.841083705629,0.020544085932702568
54,"30","Interdisciplinary Studies",2015,88071.32315411298,16106.431514694774,811,16144,3119.286088697287,0.020872335364024698
54,"30","Interdisciplinary Studies",2016,90313.77695599022,16725.87534315974,794,16360,3140.0845968929925,0.020694924430636585
54,"30","Interdisciplinary Studies",2017,93688.96008518405,18097.242850499446,812,16435,3147.276290009405,0.020181170053525842
54,"30","Interdisciplinary Studies",2018,94250.16584372299,18353.61630103636,791,16202,3124.892051773049,0.019212366493500027
54,"30","Interdisciplinary Studies",2019,96024.41755562328,18239.994528193074,793,16405,3144.4078340844576,0.018814022725917364
54,"30","Interdisciplinary Studies",2020,93727.0099469496,16809.026565439377,761,16588,3161.896293396353,0.018180443200362995
54,"30","Interdisciplinary Studies",2021,95742.91240117722,16353.829413220226,784,17329,3231.7410470299224,0.01817274224992161
54,"30","Interdisciplinary Studies",2022,104536.7126410962,15840.476794953178,792,17807,3276.006487767859,0.018165347816373602
54,"30","Interdisciplinary Studies",2023,111743.29939689039,16317.276507974084,797,18073,3300.382688100318,0.01796763777210438
55,"30","Interdisciplinary Studies",2014,91088.00523760858,17242.945372264257,785,15656,3071.7820368163957,0.020854451751435608
55,"30","Interdisciplinary Studies",2015,91027.52225089696,17113.361355114004,794,15887,3094.3610207327815,0.020540063920234167
55,"30","Interdisciplinary Studies",2016,91174.27423258184,17004.34870990783,785,15702,3076.296513978273,0.019862573558059635
55,"30","Interdisciplinary Studies",2017,95417.10229495371,17809.66770377696,748,15338,3040.437176266113,0.018834121465225395
55,"30","Interdisciplinary Studies",2018,102139.99920634921,19720.19606242347,726,15120,3018.7573635869485,0.017929328563246538
55,"30","Interdisciplinary Studies",2019,105520.76724419746,20841.762831063435,730,15295,3036.1772188591362,0.0175410227121552
55,"30","Interdisciplinary Studies",2020,107641.24558351177,21664.505746397805,687,14944,3001.1412156164215,0.016378619676044405
55,"30","Interdisciplinary Studies",2021,114236.5509493463,23777.364145734224,705,15221,3028.8267504653336,0.015962104552256728
55,"30","Interdisciplinary Studies",2022,122050.49324758843,25288.066110937794,754,15550,3061.3838594091662,0.01586292798026672
55,"30","Interdisciplinary Studies",2023,121975.47918713163,24758.743233457437,795,16288,3133.181714105289,0.016193043990042393
56,"30","Interdisciplinary Studies",2014,91372.92012102874,18691.30067376703,681,13220,2822.7315127277952,0.017609597097213766
56,"30","Interdisciplinary Studies",2015,90695.53742219524,18741.420918164153,680,13174,2817.8189526854735,0.01703246692800182
56,"30","Interdisciplinary Studies",2016,92459.02190611664,18970.194764711032,713,14060,2911.0246465505497,0.01778549128941017
56,"30","Interdisciplinary Studies",2017,91344.53763289445,18493.32554330355,718,14203,2925.7918091564043,0.017440411212061302
56,"30","Interdisciplinary Studies",2018,98597.83554191659,20247.224329837263,724,14338,2939.664453357758,0.017002031279089207
56,"30","Interdisciplinary Studies",2019,97487.68617466518,20204.4752953421,727,14336,2939.461499466728,0.01644119657413906
56,"30","Interdisciplinary Studies",2020,99142.23383345344,19491.217344588775,736,15263,3033.000552336899,0.016728243583743693
56,"30","Interdisciplinary Studies",2021,105825.6671812685,21690.109197295675,748,15546,3060.9885351746316,0.01630292867547356
56,"30","Interdisciplinary Studies",2022,113785.0140005359,23768.728986729628,722,14928,2999.537469308614,0.015228410861056052
56,"30","Interdisciplinary Studies",2023,116086.95451175956,24370.129163912774,729,14839,2990.5844547867378,0.01475249139048619
57,"30","Interdisciplinary Studies",2014,95555.76955099613,19961.3142401707,684,13452,2847.3896783044443,0.017918630873806324
57,"30","Interdisciplinary Studies",2015,93305.12181483579,19929.26517771476,710,14128,2918.052590452826,0.0182658792135122
57,"30","Interdisciplinary Studies",2016,92611.73832510907,19541.777653046607,708,13983,2903.043335759942,0.01768808852772563
57,"30","Interdisciplinary Studies",2017,95557.03637537667,20819.549232005214,727,13938,2898.371197769027,0.017115007496564843
57,"30","Interdisciplinary Studies",2018,100376.20008368784,21264.964751256513,732,14339,2939.7669545788153,0.017003217081242864
57,"30","Interdisciplinary Studies",2019,102101.95922022457,21719.662422801986,745,14517,2957.957662615062,0.01664877585566244
57,"30","Interdisciplinary Studies",2020,107603.7340008118,23596.340441734836,718,14782,2984.831618614467,0.01620106772291812
57,"30","Interdisciplinary Studies",2021,132498.06246789932,30525.99830310599,725,15576,3063.940288663836,0.0163343893637705
57,"30","Interdisciplinary Studies",2022,135772.3596654275,30995.287066151042,748,16140,3118.914830988511,0.016464801131929576
57,"30","Interdisciplinary Studies",2023,135321.477767925,31273.10834005971,742,15788,3084.7215648564893,0.01569595889702783
58,"30","Interdisciplinary Studies",2014,92000.31322115385,21220.6593571457,642,12480,2742.5989636328914,0.01662388591325475
58,"30","Interdisciplinary Studies",2015,90996.10972029052,19647.214031644773,672,12942,2792.8995440646236,0.016732517609093635
58,"30","Interdisciplinary Studies",2016,90075.85026062233,20229.05977270805,672,12662,2762.5269163292332,0.016017061927916895
58,"30","Interdisciplinary Studies",2017,97215.09748259239,22969.20006915671,674,13069,2806.572480738949,0.016047928897446256
58,"30","Interdisciplinary Studies",2018,97612.54291224686,22092.475702621858,670,13481,2850.4655694061844,0.01598579883340784
58,"30","Interdisciplinary Studies",2019,101659.39413130673,21704.962020620787,693,14211,2926.619640025467,0.016297840716733413
58,"30","Interdisciplinary Studies",2020,105543.43016017346,22757.921086071045,660,14297,2935.461591736677,0.015669507863249926
58,"30","Interdisciplinary Studies",2021,110659.40139409482,22851.912969647103,697,15207,3027.433640585969,0.015947422897718156
58,"30","Interdisciplinary Studies",2022,108079.17736407017,20504.165744899525,710,14879,2994.6110302703105,0.01517842478574846
58,"30","Interdisciplinary Studies",2023,113892.62210051547,22269.539232144976,758,15520,3058.430729115293,0.015429521287172024
59,"30","Interdisciplinary Studies",2014,90721.56571576316,19822.27074182842,610,11603,2644.4876825590504,0.01545568495604927
59,"30","Interdisciplinary Studies",2015,89896.75950791992,19387.06857509702,642,12437,2737.8725056740095,0.01607961068647022
59,"30","Interdisciplinary Studies",2016,91216.80430124594,19818.18909735252,646,12601,2755.8651498796676,0.015939898701127848
59,"30","Interdisciplinary Studies",2017,97295.49662030922,20696.869915746214,645,12871,2785.2329656218158,0.01580479706473569
59,"30","Interdisciplinary Studies",2018,106427.34060244744,25316.359300314907,646,12748,2771.895547388525,0.015116605854779553
59,"30","Interdisciplinary Studies",2019,104024.67170987607,24116.470540549817,679,13153,2815.5803226180637,0.015084476739652
59,"30","Interdisciplinary Studies",2020,102501.79575851622,24445.893256187883,644,13533,2855.959845510856,0.014832164084308682
59,"30","Interdisciplinary Studies",2021,109970.50351854567,25660.781952056717,649,13642,2867.4386574708506,0.014306223658227861
59,"30","Interdisciplinary Studies",2022,119988.74813806932,27775.854696245606,684,13964,2901.080450831664,0.014245011338678103
59,"30","Interdisciplinary Studies",2023,119901.16544783144,26126.57496116104,676,13811,2885.145845971145,0.013730484439248248
60,"30","Interdisciplinary Studies",2014,96962.15938766321,23218.762792559806,572,11105,2587.1193946278886,0.014792327970087662
60,"30","Interdisciplinary Studies",2015,95773.2009613763,21967.879841964328,607,11858,2673.3882040968524,0.01533103027419505
60,"30","Interdisciplinary Studies",2016,99672.04858135963,22359.191076282048,624,12371,2730.6007980797326,0.015648955387005208
60,"30","Interdisciplinary Studies",2017,103139.04980015988,22795.65147253082,653,12510,2745.8991331231114,0.015361511248531079
60,"30","Interdisciplinary Studies",2018,104784.83366472927,22597.75243157929,683,13076,2807.325706154994,0.015505548961178024
60,"30","Interdisciplinary Studies",2019,106891.19704653938,22664.114474022103,689,13408,2842.7399889285516,0.015376922688759525
60,"30","Interdisciplinary Studies",2020,106076.63761341765,21778.325647781956,685,14548,2961.1146604958767,0.0159446037906246
60,"30","Interdisciplinary Studies",2021,110567.62749475679,22739.919760056586,671,14781,2984.7322728816575,0.015500681123901629
60,"30","Interdisciplinary Studies",2022,117052.2752797828,22942.61173492958,682,15101,3016.8664499114166,0.015404892310611432
60,"30","Interdisciplinary Studies",2023,122487.81549767076,24261.596140564787,687,15241,3030.818409709229,0.015152147805269897
61,"30","Interdisciplinary Studies",2014,95743.12468139337,23377.706510698485,484,9416,2382.281550186971,0.012542508794808232
61,"30","Interdisciplinary Studies",2015,91339.39493008751,21534.209073694245,519,9941,2447.79095028139,0.012852569738216647
61,"30","Interdisciplinary Studies",2016,90270.39252430103,22245.76723725208,530,9979,2452.4659409800324,0.012623144920129736
61,"30","Interdisciplinary Studies",2017,101085.45024533856,26063.73260325277,545,10190,2478.2579610463727,0.012512693814750734
61,"30","Interdisciplinary Studies",2018,101507.32197869905,25037.219275311698,594,11361,2616.7737378836555,0.013471898267661634
61,"30","Interdisciplinary Studies",2019,102479.08568808869,24673.277291658575,616,11997,2689.0169045249127,0.01375872177036456
61,"30","Interdisciplinary Studies",2020,103460.14076478506,24359.382953576496,612,12631,2759.149527244555,0.0138435723452969
61,"30","Interdisciplinary Studies",2021,107191.06583939298,24575.07920703511,611,12652,2761.443301594948,0.01326802094442889
61,"30","Interdisciplinary Studies",2022,107660.80755479558,24014.032311016803,633,12866,2784.698566792709,0.013124915202193674
61,"30","Interdisciplinary Studies",2023,113332.33903675538,24866.58526101829,623,12624,2758.3881756831615,0.012550404428431677
62,"30","Interdisciplinary Studies",2014,96066.65792759051,26550.505581852693,437,8010,2197.244291404451,0.010669657545286104
62,"30","Interdisciplinary Studies",2015,90814.93465394371,24861.3869952074,456,8279,2233.833583230906,0.010703794876038187
62,"30","Interdisciplinary Studies",2016,90879.6099943214,23563.343657816185,481,8805,2303.7001570264447,0.011138069047173295
62,"30","Interdisciplinary Studies",2017,95767.28667549085,24612.850027313816,495,9066,2337.5933737152527,0.01113249088562612
62,"30","Interdisciplinary Studies",2018,98191.30433426879,25207.8211955269,521,9621,2408.078183580612,0.011408602520303898
62,"30","Interdisciplinary Studies",2019,102188.41155758078,27405.025483296027,535,9656,2412.4552011726682,0.011073953272871567
62,"30","Interdisciplinary Studies",2020,104920.42179061072,28326.11930670024,513,9628,2408.9555270034057,0.010552285214196704
62,"30","Interdisciplinary Studies",2021,108270.2617906952,30784.707954093345,501,9393,2379.3777356865544,0.009850341505771463
62,"30","Interdisciplinary Studies",2022,111062.32651783852,31537.077852591858,522,9586,2403.697467955367,0.00977890852854256
62,"30","Interdisciplinary Studies",2023,114034.45410864876,30273.774384710974,545,10198,2479.235759907278,0.01013854755712502
63,"30","Interdisciplinary Studies",2014,89085.69425354584,28791.657119802818,399,6839,2030.3001243316958,0.009109836198777985
63,"30","Interdisciplinary Studies",2015,94396.43649551984,30207.993842060965,414,7031,2058.601883073077,0.0090902744019114
63,"30","Interdisciplinary Studies",2016,98760.2166454892,28724.47640126307,436,7870,2177.9608566686575,0.00995532122671821
63,"30","Interdisciplinary Studies",2017,97714.90161423353,27288.183105542765,456,8487,2261.721273242449,0.010421514465730078
63,"30","Interdisciplinary Studies",2018,97290.69135521981,26309.507506549096,484,8803,2303.4407261528754,0.010438616358615031
63,"30","Interdisciplinary Studies",2019,95680.58362760834,24248.800687793628,503,9345,2373.289603460795,0.010717283899646312
63,"30","Interdisciplinary Studies",2020,90174.68469765529,22499.44310025086,487,9724,2420.93470834898,0.010657501186419687
63,"30","Interdisciplinary Studies",2021,96665.66401432265,25479.523863770028,497,10054,2461.6693643772333,0.010543525337914009
63,"30","Interdisciplinary Studies",2022,106387.20405196692,26087.57775453593,551,11007,2575.689758730503,0.011228504712462752
63,"30","Interdisciplinary Studies",2023,100617.94071313628,24462.82004622127,571,11807,2667.6437273590213,0.011738167386445881
64,"30","Interdisciplinary Studies",2014,89745.15746219593,27716.34639166426,336,6084,1914.9601309224445,0.008104144382711691
64,"30","Interdisciplinary Studies",2015,95936.3659239048,30377.619742967563,370,6597,1994.0577611057909,0.008529162313953849
64,"30","Interdisciplinary Studies",2016,98245.81187974314,31460.53175181915,390,6852,2032.230384968473,0.00866758081899278
64,"30","Interdisciplinary Studies",2017,93333.00426813959,26750.189489557717,427,7966,2191.204530765156,0.009781758481678542
64,"30","Interdisciplinary Studies",2018,104598.32756308667,30671.85220020386,445,8203,2223.56042957645,0.009727135066422707
64,"30","Interdisciplinary Studies",2019,97943.71544359255,27907.588597044753,472,9130,2345.831357153941,0.010470711824908597
64,"30","Interdisciplinary Studies",2020,98975.46402349486,25962.516117768835,467,9534,2397.167892665508,0.010449261241395032
64,"30","Interdisciplinary Studies",2021,106995.90496692219,28274.94203215801,466,9523,2395.7855284974557,0.009986671155058196
64,"30","Interdisciplinary Studies",2022,117284.70105560997,32512.114092968735,477,9189,2353.400196415318,0.00937391930615247
64,"30","Interdisciplinary Studies",2023,115511.90884507043,31705.778784902242,466,8875,2312.844193678048,0.008823260401008486
65,"30","Interdisciplinary Studies",2014,99214.48377415119,37723.7169939169,296,5331,1792.5474736885897,0.0071011166509263686
65,"30","Interdisciplinary Studies",2015,104538.31190560057,38461.21679128714,326,5678,1849.9654452233149,0.007341001003278756
65,"30","Interdisciplinary Studies",2016,107269.17761033369,37867.80466066779,340,6503,1979.8016181880735,0.008226105964084945
65,"30","Interdisciplinary Studies",2017,106353.5088,36026.61475405747,351,6875,2035.6389868094745,0.008442077524672355
65,"30","Interdisciplinary Studies",2018,103426.23308373043,33208.073868912354,373,7345,2104.0679196142264,0.008709716818587687
65,"30","Interdisciplinary Studies",2019,104464.0091383812,34328.62799567966,382,7660,2148.710640446121,0.008784846941818166
65,"30","Interdisciplinary Studies",2020,93989.80491082335,30096.85944731315,377,8186,2221.2564970769254,0.00897185363143064
65,"30","Interdisciplinary Studies",2021,97262.75184121833,30883.092841706475,392,8011,2197.387189888893,0.008401052464892493
65,"30","Interdisciplinary Studies",2022,104875.82971907343,34467.448175424586,405,8116,2211.7406927999373,0.008279326269314772
65,"30","Interdisciplinary Studies",2023,103817.60461743019,35568.070482866606,431,8273,2233.0300151117262,0.008224769949018954
66,"30","Interdisciplinary Studies",2014,109905.7639054667,46896.61037358789,233,4189,1588.9978584450685,0.00557992452649232
66,"30","Interdisciplinary Studies",2015,99974.09245411285,43009.020160711094,244,4413,1630.928247606887,0.005705501484231975
66,"30","Interdisciplinary Studies",2016,98697.86099095557,40169.26929059307,271,5086,1750.8750186509292,0.00643364215490328
66,"30","Interdisciplinary Studies",2017,92300.88521612786,36143.49219520104,291,5506,1821.732361309699,0.006761029651032144
